Strike,LTP,OI,IV,Vega
16000,3.0,218.66666666666666,47.96,0.6275
17000,4.05,1005.6666666666666,43.72,0.8813
18000,6.45,2380.6666666666665,40.33,1.3961
19000,7.75,5379.333333333333,35.45,1.7375
19000,0.0,3.3333333333333335,0.0,0.0
20000,10.05,10374.666666666666,31.47,2.5009
21000,12.6,21694.333333333332,27.06,3.398
21000,35.5,2317.0,20.76,11.6732
22000,14.6,19852.666666666668,22.58,4.6843
22000,48.5,3745.0,18.4,16.2414
22000,155.0,3210.6666666666665,17.9,45.4791
22700,4.25,5710.0,27.66,1.021
22750,4.1,120.0,27.11,1.0083
22800,4.25,504.0,27.16,1.1296
22850,4.3,102.0,26.43,1.0755
22850,0.0,59.0,0.0,0.0
22900,4.9,340.0,26.19,1.1354
22900,21.3,149.0,18.89,6.9294
22950,0.0,58.0,0.0,0.0
22950,18.75,45.0,18.21,6.5207
23000,4.5,19459.0,25.41,1.1885
23000,21.8,30819.666666666668,18.44,7.214
23000,75.75,6980.0,16.26,23.4427
23000,109.35,3048.3333333333335,15.63,34.8689
23050,0.0,97.0,0.0,0.0
23050,0.0,25.0,0.0,0.0
23100,5.7,685.0,24.53,1.2188
23100,20.25,45.0,17.65,7.0802
23150,0.0,61.0,0.0,0.0
23150,0.0,30.0,0.0,0.0
23200,4.6,708.0,23.94,1.3342
23200,23.3,151.0,17.55,7.8535
23250,4.6,22.0,23.25,1.2789
23250,29.55,69.0,18.07,9.04
23300,0.1,72582.0,56.58,0.0001
23300,4.75,428.0,23.08,1.3787
23300,22.5,203.0,16.89,7.9061
23350,0.15,5022.0,57.17,0.0002
23350,5.65,39.0,23.04,1.5287
23350,27.85,45.0,17.3,8.9862
23400,0.2,1896.0,57.29,0.0003
23400,2.05,18999.0,27.44,0.3661
23400,4.75,562.0,22.69,1.5841
23400,23.75,1185.0,16.55,8.4242
23450,0.2,877.0,56.08,0.0003
23450,2.0,722.0,26.89,0.3739
23450,5.1,41.0,22.03,1.5338
23450,27.05,37.0,16.65,9.099
23500,0.25,16022.0,54.86,0.0003
23500,2.25,22458.0,26.64,0.4131
23500,5.55,12173.0,21.6,1.5625
23500,26.1,6288.0,16.23,9.0128
23550,0.25,1036.0,55.53,0.0006
23550,2.35,159.0,26.22,0.4371
23550,6.3,87.0,21.64,1.7692
23550,29.0,44.0,16.31,9.6944
23600,0.2,2510.0,54.28,0.0006
23600,2.3,1150.0,25.59,0.4386
23600,6.1,687.0,21.0,1.7237
23600,28.1,181.0,15.93,9.6788
23650,0.3,907.0,52.2,0.0005
23650,2.15,177.0,25.17,0.4651
23650,7.3,38.0,21.21,2.0237
23650,33.1,36.0,16.18,10.6688
23700,0.3,3265.0,51.78,0.0006
23700,2.4,859.0,24.86,0.5081
23700,6.35,2518.0,20.24,1.8388
23700,31.25,538.0,15.71,10.527
23750,0.3,2297.0,50.54,0.0007
23750,2.45,707.0,24.36,0.5289
23750,6.5,68.0,19.97,1.9494
23750,10.25,59.0,17.85,3.4567
23750,31.6,103.0,15.46,10.7428
23750,50.9,1198.0,14.57,17.0848
23800,0.3,12778.0,49.29,0.0007
23800,2.6,2230.0,23.85,0.5496
23800,6.6,7366.0,19.48,1.9673
23800,11.0,278.0,17.67,3.6739
23800,32.15,2939.0,15.21,10.9667
23800,52.9,78.0,14.55,17.8149
23850,0.3,1481.0,48.71,0.0009
23850,2.7,532.0,23.39,0.5794
23850,7.3,556.0,19.42,2.19
23850,0.0,15.0,0.0,0.0
23850,36.8,66.0,15.38,11.9193
23850,65.5,27.0,14.99,19.5716
23900,0.3,11869.0,47.45,0.001
23900,2.85,4336.0,22.98,0.6197
23900,7.3,3343.0,18.89,2.1955
23900,0.0,0.0,0.0,0.0
23900,36.85,1011.0,15.12,12.1583
23900,57.0,49.0,14.24,18.7091
23950,0.3,3327.0,46.19,0.001
23950,2.9,728.0,22.35,0.626
23950,8.45,170.0,18.96,2.5139
23950,0.0,0.0,0.0,0.0
23950,36.6,133.0,14.79,12.2828
23950,64.0,40.0,14.4,19.8922
24000,0.3,51676.0,44.3,0.0008
24000,3.15,33654.0,22.12,0.7042
24000,7.8,27755.0,18.19,2.3979
24000,12.05,528.0,16.38,4.1882
24000,39.5,54112.666666666664,14.7,12.8439
24000,63.9,1526.0,14.07,19.9796
24000,135.45,16627.0,14.72,35.3783
24000,192.6,4452.0,14.81,49.0845
24000,340.0,1764.0,16.76,71.9445
24050,0.35,3929.0,44.21,0.0014
24050,3.2,693.0,21.44,0.704
24050,8.25,241.0,17.97,2.5832
24050,15.9,84.0,16.82,5.0293
24050,40.3,142.0,14.53,13.2795
24050,0.0,5.0,0.0,0.0
24100,0.35,8221.0,42.93,0.0014
24100,3.4,4824.0,21.13,0.7778
24100,8.75,2336.0,17.63,2.7119
24100,13.65,239.0,15.96,4.703
24100,42.05,2120.0,14.34,13.6946
24100,69.5,23.0,13.94,21.4002
24150,0.4,4167.0,41.66,0.0015
24150,3.6,618.0,20.54,0.7987
24150,9.0,340.0,17.4,2.9183
24150,0.0,0.0,0.0,0.0
24150,23.85,2.0,15.38,7.76
24150,44.05,133.0,14.2,14.2185
24150,0.0,1.0,0.0,0.0
24200,0.4,24466.0,40.38,0.0016
24200,3.65,10788.0,20.12,0.8597
24200,9.95,5356.0,17.01,3.0368
24200,15.2,123.0,15.47,5.2164
24200,27.95,34.0,15.52,8.5657
24200,46.35,2976.0,14.03,14.7046
24200,71.2,1731.0,13.45,22.0513
24250,0.45,3354.0,39.1,0.0017
24250,3.9,1350.0,19.68,0.922
24250,10.05,801.0,16.69,3.2113
24250,0.0,0.0,0.0,0.0
24250,31.7,0.0,15.57,9.2863
24250,51.55,178.0,14.13,15.7113
24250,0.0,0.0,0.0,0.0
24300,0.45,18674.0,38.26,0.0021
24300,4.0,11761.0,19.19,0.9775
24300,10.95,6113.0,16.38,3.4062
24300,17.05,155.0,15.0,5.8197
24300,26.4,17.0,14.58,8.6664
24300,50.4,3078.0,13.72,15.7879
24300,80.55,281.0,13.44,23.8671
24350,0.45,5716.0,36.97,0.0022
24350,4.3,1932.0,18.79,1.0635
24350,11.4,852.0,16.01,3.5719
24350,0.0,0.0,0.0,0.0
24350,36.35,0.0,15.28,10.3007
24350,53.7,250.0,13.64,16.4999
24350,0.0,0.0,0.0,0.0
24400,0.45,24899.0,36.06,0.0028
24400,4.6,11809.0,18.37,1.1532
24400,12.25,6121.0,15.74,3.8278
24400,18.85,212.0,14.6,6.5841
24400,39.05,0.0,15.14,10.8474
24400,55.8,2762.0,13.46,17.0422
24400,86.4,763.0,13.17,25.1425
24450,0.45,12424.0,34.75,0.003
24450,4.9,2518.0,17.88,1.2301
24450,13.2,624.0,15.35,4.0076
24450,24.9,13.0,14.9,7.5824
24450,42.1,0.0,15.02,11.4426
24450,59.75,558.0,13.4,17.8301
24450,0.0,0.0,0.0,0.0
24500,0.5,87526.0,32.69,0.0023
24500,5.25,54280.0,17.51,1.3567
24500,14.1,29180.0,15.14,4.3535
24500,22.4,1341.0,14.07,7.2927
24500,35.05,497.0,13.95,10.7587
24500,62.9,19275.0,13.23,18.43
24500,96.45,6762.0,13.02,26.7377
24550,0.55,15698.0,31.78,0.0029
24550,5.55,2699.0,17.01,1.4502
24550,14.7,1223.0,14.9,4.7016
24550,0.0,0.0,0.0,0.0
24550,0.0,1.0,0.0,0.0
24550,66.95,220.0,13.19,19.29
24550,0.0,0.0,0.0,0.0
24600,0.5,40242.0,31.13,0.0042
24600,5.95,22967.0,16.58,1.5819
24600,16.2,10854.0,14.56,4.987
24600,26.45,500.0,13.76,8.3746
24600,0.0,0.0,0.0,0.0
24600,69.35,3498.0,12.96,19.8175
24600,104.25,2064.0,12.79,28.2054
24650,0.55,26864.0,29.5,0.0039
24650,6.4,5029.0,16.12,1.7167
24650,17.8,1059.0,14.36,5.4286
24650,27.85,55.0,13.54,8.8804
24650,0.0,0.0,0.0,0.0
24650,75.05,308.0,12.92,20.7097
24650,0.0,0.0,0.0,0.0
24700,0.6,51921.0,28.47,0.0049
24700,7.0,19212.0,15.7,1.8863
24700,19.25,11045.0,14.03,5.7784
24700,30.15,576.0,13.28,9.3648
24700,0.0,0.0,0.0,0.0
24700,79.0,4854.0,12.77,21.4186
24700,115.6,2103.0,12.68,29.9578
24750,0.55,35063.0,27.14,0.0053
24750,7.4,6175.0,15.2,2.0378
24750,21.0,2155.0,13.85,6.3081
24750,0.0,83.0,0.0,0.0
24750,0.0,0.0,0.0,0.0
24750,83.85,401.0,12.7,22.2821
24750,0.0,0.0,0.0,0.0
24800,0.55,80185.0,26.05,0.0065
24800,8.05,25437.0,14.8,2.2614
24800,23.1,18306.0,13.55,6.754
24800,37.1,382.0,13.05,10.8049
24800,55.5,177.0,13.1,14.7953
24800,88.5,12089.0,12.5,22.937
24800,129.95,2762.0,12.64,31.8465
24850,0.55,24259.0,24.7,0.0071
24850,9.0,6466.0,14.39,2.5091
24850,25.75,1598.0,13.36,7.3508
24850,44.25,74.0,13.2,11.9033
24850,0.0,0.0,0.0,0.0
24850,97.5,412.0,12.59,24.0786
24850,0.0,0.0,0.0,0.0
24900,0.6,90284.0,23.77,0.0098
24900,9.85,19694.0,13.96,2.7778
24900,28.4,11767.0,13.13,7.9462
24900,44.8,202.0,12.96,12.5402
24900,0.0,0.0,0.0,0.0
24900,100.65,4744.0,12.34,24.6819
24900,143.0,1823.0,12.54,33.6075
24950,0.65,55557.0,22.39,0.0109
24950,11.3,4881.0,13.65,3.1615
24950,31.8,2577.0,12.95,8.6351
24950,51.35,88.0,12.76,13.255
24950,68.0,46.0,12.56,16.9749
24950,108.4,284.0,12.36,25.7055
24950,0.0,0.0,0.0,0.0
25000,0.6,199900.0,21.0,0.0121
25000,12.95,47691.0,13.32,3.5828
25000,36.05,58000.0,12.82,9.4157
25000,54.75,1494.0,12.55,13.9851
25000,74.05,345.0,12.51,17.9026
25000,115.3,59583.666666666664,12.21,26.4775
25000,163.9,5722.0,12.5,35.4288
25000,262.25,15099.0,13.5,50.2625
25000,340.3,4003.0,14.25,64.571
25000,510.0,4491.666666666667,16.6,86.0363
25000,775.0,30.0,20.09,113.1913
25050,0.7,62774.0,19.77,0.0149
25050,14.65,6024.0,12.93,4.0158
25050,39.75,1424.0,12.55,10.0892
25050,63.2,228.0,12.55,14.9734
25050,93.5,35.0,13.03,19.4456
25050,124.0,306.0,12.18,27.4119
25050,0.0,1.0,0.0,0.0
25100,0.7,130081.0,18.51,0.0185
25100,17.0,17251.0,12.62,4.5661
25100,44.35,14039.0,12.36,10.881
25100,66.05,287.0,12.21,15.6048
25100,86.3,91.0,12.3,19.6323
25100,131.45,4075.0,12.06,28.221
25100,179.25,1001.0,12.51,37.2431
25150,0.85,92153.0,17.22,0.0231
25150,19.95,8778.0,12.36,5.221
25150,49.6,1732.0,12.15,11.6844
25150,0.0,61.0,0.0,0.0
25150,96.4,34.0,12.28,20.5776
25150,142.1,284.0,12.29,29.404
25150,0.0,0.0,0.0,0.0
25200,0.9,170040.0,15.89,0.0288
25200,23.45,26394.0,12.06,5.9135
25200,56.15,26534.0,12.02,12.5846
25200,79.95,467.0,11.9,17.3053
25200,102.6,100.0,12.27,21.5051
25200,150.2,6019.0,11.92,29.9229
25200,197.4,1029.0,12.26,38.6731
25250,0.9,121175.0,14.63,0.0389
25250,27.85,10456.0,11.81,6.711
25250,63.0,3094.0,11.83,13.4435
25250,94.45,89.0,12.11,18.4463
25250,137.0,43.0,12.99,22.9079
25250,162.85,325.0,11.98,30.859
25250,212.05,36.0,12.4,39.6347
25300,1.0,198885.0,13.31,0.0527
25300,33.15,30108.0,11.57,7.5742
25300,70.2,33061.0,11.62,14.2925
25300,97.95,867.0,11.68,19.0601
25300,123.8,85.0,11.88,22.9935
25300,173.55,3997.0,11.89,31.6225
25300,222.45,694.0,12.21,40.2486
25350,1.1,131524.0,11.93,0.0722
25350,39.55,11622.0,11.37,8.5065
25350,80.0,3570.0,11.53,15.2111
25350,115.55,86.0,11.94,20.1133
25350,0.0,31.0,0.0,0.0
25350,186.0,205.0,11.88,32.4129
25350,235.4,39.0,12.21,41.0092
25400,1.25,231743.0,10.55,0.1051
25400,47.45,37899.0,11.18,9.4587
25400,90.15,18103.0,11.36,16.0436
25400,119.35,307.0,11.46,20.6896
25400,144.95,109.0,11.93,24.6378
25400,198.4,3497.0,11.79,33.108
25400,242.05,344.0,12.16,41.6962
25450,1.4,221654.0,9.19,0.1685
25450,56.85,13660.0,10.98,10.3861
25450,101.45,3145.0,11.3,16.8723
25450,129.9,56.0,11.98,21.6607
25450,0.0,3.0,0.0,0.0
25450,213.15,467.0,11.85,33.8382
25450,261.05,47.0,12.12,42.3565
25500,2.0,456744.0,7.88,0.3108
25500,68.0,45677.0,10.78,11.2543
25500,115.35,53530.0,11.18,17.5927
25500,147.55,733.0,11.31,22.1178
25500,172.75,139.0,11.95,25.9738
25500,228.4,26313.0,11.75,34.4359
25500,277.3,1935.0,12.08,42.9799
25550,3.05,427955.0,6.8,0.7327
25550,81.1,16168.0,10.61,12.0213
25550,128.8,4056.0,11.02,18.2068
25550,158.05,82.0,11.23,22.7052
25550,196.15,2.0,11.69,26.4641
25550,243.4,263.0,12.04,35.1042
25550,308.0,36.0,12.41,43.7165
25600,7.15,557760.0,6.06,1.9285
25600,96.2,50801.0,10.45,12.6231
25600,144.75,22954.0,10.88,18.7099
25600,175.0,305.0,11.01,23.1759
25600,199.65,104.0,11.47,26.9073
25600,258.35,4039.0,11.63,35.5076
25600,304.25,133.0,12.04,44.1194
25650,19.0,331867.0,5.75,3.6139
25650,113.5,12008.0,10.23,13.0049
25650,164.7,3870.0,10.77,19.0761
25650,192.8,88.0,11.39,23.5896
25650,220.0,17.0,11.18,27.2743
25650,277.7,566.0,11.95,36.0139
25650,332.55,20.0,12.19,44.6657
25700,44.95,151163.0,6.1,3.2174
25700,133.75,26195.0,10.05,13.1261
25700,181.8,23201.0,10.62,19.2817
25700,211.45,369.0,10.79,23.8236
25700,238.0,79.0,10.99,27.5687
25700,293.0,5811.0,11.56,36.3391
25700,335.0,195.0,11.95,45.0587
25750,82.8,27084.0,6.98,1.7306
25750,156.4,3601.0,9.91,12.9486
25750,203.2,3977.0,10.57,19.3126
25750,233.35,100.0,10.8,23.954
25750,0.0,0.0,0.0,0.0
25750,316.15,376.0,11.64,36.6556
25750,421.3,14.0,13.37,45.6545
25800,129.3,20816.0,8.73,1.0522
25800,182.0,12012.0,9.71,12.452
25800,225.9,27540.0,10.44,19.1568
25800,252.35,175.0,11.22,23.9459
25800,296.6,117.0,11.6,27.8445
25800,334.9,3388.0,11.57,36.8856
25800,389.9,172.0,12.23,45.8435
25850,177.3,3538.0,10.25,0.6555
25850,210.65,1467.0,9.52,11.6404
25850,251.05,1621.0,10.31,18.8065
25850,0.0,39.0,0.0,0.0
25850,328.55,10.0,11.87,27.8163
25850,356.35,382.0,11.58,37.042
25850,456.95,11.0,13.27,46.1837
25900,228.25,5800.0,12.43,0.5508
25900,241.85,5370.0,9.31,10.5334
25900,277.05,16638.0,10.28,18.2803
25900,296.15,154.0,10.27,23.4503
25900,362.05,58.0,12.16,27.6985
25900,376.7,2888.0,11.52,37.1197
25900,419.1,124.0,11.98,46.346
25950,278.2,655.0,14.19,0.4293
25950,275.75,562.0,9.05,9.1537
25950,306.05,1465.0,10.25,17.5878
25950,346.0,51.0,11.15,23.1449
25950,0.0,0.0,0.0,0.0
25950,397.45,207.0,11.57,37.1188
25950,468.2,16.0,12.59,46.532
26000,328.25,14406.0,16.04,0.3599
26000,312.15,11233.0,8.79,7.6008
26000,338.7,54420.0,10.06,16.6677
26000,356.65,386.0,10.28,22.3924
26000,370.55,70.0,10.92,27.001
26000,419.3,53001.333333333336,11.39,37.0353
26000,450.0,3123.0,11.73,46.6458
26000,525.45,14340.0,12.97,61.7959
26000,578.0,3816.0,13.9,76.7845
26000,0.0,4.0,0.0,0.0
26000,723.65,5314.333333333333,16.21,97.4288
26000,920.05,16.0,19.37,123.0204
26050,379.7,501.0,18.56,0.3724
26050,352.0,186.0,8.83,6.3107
26050,374.9,971.0,11.22,16.3677
26050,422.5,19.0,11.84,22.2464
26050,0.0,0.0,0.0,0.0
26050,474.0,224.0,12.17,36.9157
26050,467.2,20.0,11.86,46.7096
26100,426.95,3029.0,21.16,0.3893
26100,390.0,1247.0,8.08,4.206
26100,405.75,8031.0,9.75,14.3633
26100,494.05,64.0,13.55,22.1771
26100,0.0,0.0,0.0,0.0
26100,471.85,1582.0,11.37,36.6306
26100,491.9,19.0,11.65,46.7138
26150,476.0,609.0,21.04,0.2172
26150,433.85,98.0,12.64,7.3441
26150,469.65,513.0,11.41,14.6497
26150,0.0,14.0,0.0,0.0
26150,0.0,0.0,0.0,0.0
26150,518.25,138.0,11.93,36.4015
26150,0.0,21.0,0.0,0.0
26200,524.55,2835.0,21.92,0.1542
26200,477.0,1403.0,5.91,0.4821
26200,478.65,16827.0,9.4,11.5427
26200,560.3,85.0,13.58,21.0083
26200,0.0,0.0,0.0,0.0
26200,526.4,2162.0,11.37,35.9215
26200,545.9,160.0,11.78,46.5461
26250,573.7,443.0,28.58,0.4015
26250,524.55,118.0,9.21,2.5625
26250,548.0,807.0,11.5,12.7252
26250,0.0,24.0,0.0,0.0
26250,0.0,0.0,0.0,0.0
26250,586.1,219.0,12.24,35.7138
26250,0.0,10.0,0.0,0.0
26300,631.1,793.0,24.4,0.1005
26300,570.9,685.0,13.44,5.3163
26300,557.5,6766.0,9.29,8.9061
26300,556.15,118.0,9.85,16.2249
26300,0.0,0.0,0.0,0.0
26300,605.95,838.0,11.98,35.1661
26300,0.0,26.0,0.0,0.0
26350,680.4,211.0,27.85,0.1492
26350,614.45,17.0,17.18,6.9028
26350,608.0,426.0,13.18,12.3358
26350,660.25,16.0,13.28,18.6367
26350,613.25,663.0,12.79,34.9618
26350,0.0,8.0,0.0,0.0
26400,732.55,306.0,33.9,0.3093
26400,670.0,168.0,13.2,3.6876
26400,642.0,3422.0,9.77,7.3701
26400,680.25,60.0,12.36,16.9855
26400,645.0,786.0,12.13,34.1184
26400,710.0,25.0,13.05,45.7938
26450,780.65,202.0,31.35,0.1342
26450,0.0,30.0,0.0,0.0
26450,0.0,146.0,0.0,0.0
26450,0.0,0.0,0.0,0.0
26450,0.0,2.0,0.0,0.0
26450,809.35,60.0,15.06,34.8456
26450,0.0,1.0,0.0,0.0
26500,822.0,1435.0,32.94,0.1243
26500,764.05,2737.0,0.0,0.0
26500,734.0,10857.0,8.77,3.9834
26500,901.45,78.0,19.63,20.1273
26500,0.0,8.0,0.0,0.0
26500,709.3,4576.0,11.37,32.2077
26500,695.3,443.0,11.79,44.6933
26550,931.2,68.0,59.03,1.1619
26550,943.85,1.0,27.64,8.6985
26550,872.6,52.0,17.41,12.4183
26550,0.0,0.0,0.0,0.0
26550,849.0,65.0,14.39,33.5887
26550,0.0,44.0,0.0,0.0
26600,923.35,194.0,47.18,0.4764
26600,862.55,139.0,0.0,0.0
26600,866.25,1109.0,13.32,8.1625
26600,882.95,7.0,14.86,15.9589
26600,908.2,136.0,15.14,33.4456
26600,859.3,20.0,13.81,44.59
26650,979.9,4.0,37.65,0.1015
26650,0.0,4.0,0.0,0.0
26650,958.0,35.0,17.63,11.2375
26650,0.0,0.0,0.0,0.0
26650,0.0,40.0,0.0,0.0
26650,0.0,1.0,0.0,0.0
26700,1038.3,124.0,46.3,0.2725
26700,1032.0,48.0,23.38,5.887
26700,918.55,710.0,14.03,7.3868
26700,0.0,1.0,0.0,0.0
26700,0.0,225.0,0.0,0.0
26700,851.4,12.0,12.31,42.8337
26750,0.0,5.0,0.0,0.0
26750,1220.0,1.0,38.77,9.6421
26750,0.0,28.0,0.0,0.0
26750,0.0,0.0,0.0,0.0
26750,0.0,34.0,0.0,0.0
26750,930.1,3.0,13.36,42.9519
26800,1170.0,66.0,65.71,0.7991
26800,1242.75,68.0,37.25,9.0794
26800,1017.0,278.0,15.79,7.7208
26800,0.0,0.0,0.0,0.0
26800,0.0,79.0,0.0,0.0
26800,918.6,11.0,12.39,41.6396
26850,1277.65,3.0,87.19,1.4614
26850,1330.0,2.0,41.71,9.5604
26850,1290.0,15.0,29.48,14.7035
26850,0.0,0.0,0.0,0.0
26850,1065.95,31.0,14.71,30.1088
26850,0.0,1.0,0.0,0.0
26900,1342.95,66.0,93.98,1.5611
26900,1380.0,31.0,42.71,9.453
26900,1340.0,203.0,30.21,14.5572
26900,0.0,0.0,0.0,0.0
26900,1018.65,50.0,12.87,27.2407
26900,0.0,5.0,0.0,0.0
26950,0.0,6.0,0.0,0.0
26950,0.0,1.0,0.0,0.0
26950,0.0,14.0,0.0,0.0
26950,0.0,0.0,0.0,0.0
26950,0.0,11.0,0.0,0.0
26950,0.0,2.0,0.0,0.0
27000,1344.05,140.0,60.61,0.3041
27000,1267.25,418.0,0.0,0.0
27000,1220.0,14791.0,0.0,0.0
27000,0.0,7.0,0.0,0.0
27000,1092.4,11829.666666666666,12.13,24.2698
27000,1033.6,1072.0,11.93,38.1398
27000,976.0,6669.0,12.75,60.9757
27000,952.0,4203.0,13.81,81.2737
27000,995.05,1687.0,15.73,105.3581
27000,0.0,7.0,0.0,0.0
27050,0.0,5.0,0.0,0.0
27050,0.0,1.0,0.0,0.0
27050,0.0,3.0,0.0,0.0
27050,0.0,0.0,0.0,0.0
27050,0.0,3.0,0.0,0.0
27050,0.0,1.0,0.0,0.0
27100,1609.7,13.0,121.77,1.882
27100,0.0,1.0,0.0,0.0
27100,0.0,197.0,0.0,0.0
27100,0.0,0.0,0.0,0.0
27100,0.0,6.0,0.0,0.0
27100,0.0,5.0,0.0,0.0
27150,0.0,4.0,0.0,0.0
27150,0.0,1.0,0.0,0.0
27150,0.0,8.0,0.0,0.0
27150,0.0,0.0,0.0,0.0
27150,0.0,5.0,0.0,0.0
27150,0.0,1.0,0.0,0.0
27200,1548.0,15.0,70.12,0.3205
27200,0.0,2.0,0.0,0.0
27200,1463.65,194.0,19.61,6.4202
27200,0.0,0.0,0.0,0.0
27200,1415.0,37.0,17.62,28.3713
27200,0.0,1.0,0.0,0.0
27250,0.0,5.0,0.0,0.0
27250,0.0,1.0,0.0,0.0
27250,0.0,11.0,0.0,0.0
27250,0.0,0.0,0.0,0.0
27250,0.0,2.0,0.0,0.0
27250,0.0,1.0,0.0,0.0
27300,0.0,17.0,0.0,0.0
27300,1568.5,4.0,0.0,0.0
27300,1541.0,273.0,16.87,3.5135
27300,0.0,0.0,0.0,0.0
27300,0.0,18.0,0.0,0.0
27300,0.0,10.0,0.0,0.0
27350,0.0,14.0,0.0,0.0
27350,0.0,2.0,0.0,0.0
27350,1613.75,18.0,21.19,6.1941
27350,0.0,0.0,0.0,0.0
27350,0.0,2.0,0.0,0.0
27350,0.0,10.0,0.0,0.0
27400,0.0,9.0,0.0,0.0
27400,0.0,1.0,0.0,0.0
27400,0.0,46.0,0.0,0.0
27400,0.0,0.0,0.0,0.0
27400,0.0,7.0,0.0,0.0
27400,0.0,1.0,0.0,0.0
27450,0.0,4.0,0.0,0.0
27450,0.0,1.0,0.0,0.0
27450,0.0,4.0,0.0,0.0
27450,0.0,0.0,0.0,0.0
27450,0.0,1.0,0.0,0.0
27450,0.0,1.0,0.0,0.0
27500,1872.0,26.0,93.88,0.5463
27500,1881.3,11.0,42.93,6.3382
27500,1713.45,9785.0,20.2,4.3437
27500,0.0,0.0,0.0,0.0
27500,1550.0,559.0,13.48,18.0618
27500,1500.0,125.0,14.5,34.1756
27550,0.0,5.0,0.0,0.0
27550,1969.0,1.0,48.34,7.2123
27550,0.0,10.0,0.0,0.0
27550,0.0,0.0,0.0,0.0
27550,0.0,1.0,0.0,0.0
27550,0.0,3.0,0.0,0.0
27600,0.0,2.0,0.0,0.0
27600,2004.5,13.0,47.46,6.8101
27600,1955.25,162.0,33.25,10.6946
27600,0.0,0.0,0.0,0.0
27600,0.0,2.0,0.0,0.0
27600,0.0,6.0,0.0,0.0
27650,0.0,10.0,0.0,0.0
27650,0.0,2.0,0.0,0.0
27650,0.0,5.0,0.0,0.0
27650,0.0,0.0,0.0,0.0
27650,1850.0,1.0,20.62,26.1757
27650,0.0,5.0,0.0,0.0
27700,2174.9,7.0,139.74,1.328
27700,0.0,3.0,0.0,0.0
27700,1900.0,200.0,0.0,0.0
27700,0.0,0.0,0.0,0.0
27700,0.0,3.0,0.0,0.0
27700,0.0,0.0,0.0,0.0
27750,2139.05,7.0,111.06,0.6498
27750,0.0,3.0,0.0,0.0
27750,0.0,2.0,0.0,0.0
27750,0.0,0.0,0.0,0.0
27750,0.0,0.0,0.0,0.0
27750,0.0,3.0,0.0,0.0
27800,0.0,7.0,0.0,0.0
27800,0.0,3.0,0.0,0.0
27800,0.0,9.0,0.0,0.0
27800,0.0,0.0,0.0,0.0
27800,0.0,1.0,0.0,0.0
27800,0.0,2.0,0.0,0.0
28000,2052.0,11443.333333333334,16.85,17.1206
28000,1699.5,1993.0,14.21,51.3018
28000,1627.0,49.0,15.74,78.1149
28000,1340.0,1300.0,15.51,108.7179
28000,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0
29000,3004.65,8386.333333333334,21.32,13.4943
29000,2628.2,445.0,17.95,45.6196
29000,0.0,21.0,0.0,0.0
29000,1888.1,233.0,16.21,107.3141
29000,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0
30000,3984.45,2833.6666666666665,26.66,12.5843
30000,0.0,101.0,0.0,0.0
30000,0.0,6.0,0.0,0.0
30000,2485.0,435.0,16.83,102.6099
30000,0.0,0.0,0.0,0.0
30000,0.0,0.0,0.0,0.0
31000,0.0,2.0,0.0,0.0
31000,0.0,28.0,0.0,0.0
31000,0.0,0.0,0.0,0.0
